# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
#
# User preference: *
#
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_fwm_prao:   FW &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_pdeco:  FW &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_dicco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_msky: PRF &Delta;&theta;<sub>SQ</sub>(OOT) [arcsec]
#
loc_rowid,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_srho,koi_prad,koi_incl,koi_teq,koi_insol,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky
7285,K04323.02,FALSE POSITIVE,12.4250319,1.4446,29.5,9.01154,0.89,88.94,1030,266.45,6290,4.133,-0.14,1.506,1.123,297.58194,40.5313,13.582,-2.7E-05,-1.5E-05,-1.86,0.39,1.9
7286,K04385.02,CONFIRMED,386.370512,11.007,1336.4,2.68951,2.96,90,209,0.45,5119,4.508,0.1,0.834,0.818,291.39938,38.78775,15.825,0.0015,0.0016,-0.38,-0.75,0.85
7287,K07865.01,CANDIDATE,0.518060209,1.8062,2258.4,0.25157,61.49,34.34,2921,17224.79,5405,3.853,-0.6,1.772,0.816,296.18478,43.980751,14.463,0.01657,0.00798,-3.632,1.423,3.901
7288,K04385.03,CANDIDATE,17.3695112,4.012,314,2.11367,1.45,89.5,588,28.35,5119,4.508,0.1,0.834,0.818,291.39938,38.78775,15.825,-0.00108,0.0004,-0.7,1.12,1.32
7289,K04435.02,CANDIDATE,17.8693759,6.886,63,0.42644,0.81,89.38,759,78.58,6328,4.456,-0.28,1.013,1.069,281.95569,44.261532,13.517,7.6E-05,9.8E-05,-1.13,-0.3,1.2
7290,K04541.02,CANDIDATE,17.236085,4.209,330,2.04371,1.98,89.93,721,63.85,5543,4.318,0.16,1.111,0.937,283.25119,40.72311,15.377,-0.00028,-0.00074,0.1,1.1,1.1
7291,K06000.01,FALSE POSITIVE,12.4297161,15.078,192.7,0.02832,1.26,87.27,742,71.78,5754,4.534,0.07,0.905,1.021,297.52072,40.585419,15.842,-0.00065,-0.00046,0.45,-0.9,1.01
7292,K06001.01,FALSE POSITIVE,12.4288476,16.43,165.4,0.02481,1.12,89.7,725,65.27,5595,4.513,0,0.886,0.933,297.52277,40.581341,15.47,0,5E-05,-1.63,-0.7,1.77
7293,K06002.01,FALSE POSITIVE,12.4258252,21.841,130.2,0.00447,1.27,78.01,822,108.1,5968,4.426,0.07,1.048,1.069,297.55103,40.557388,14.332,-0.00041,-2E-05,-2.9,-1.4,3.2
7294,K07872.01,FALSE POSITIVE,153.725848,117.52,5257.7,0.00011,259.36,75.93,734,68.48,4794,2.781,-0.24,6.816,1.023,280.77213,44.18874,11.167,-0.0002,0,-0.02,-0.03,0.04
7295,K06003.01,FALSE POSITIVE,12.4257907,19.859,340.1,0.01154,1.27,85.16,589,28.51,4873,4.586,-0.32,0.693,0.676,297.6044,40.53286,15.71,0.00051,0.00023,-1.65,-0.46,1.71
7296,K06004.01,FALSE POSITIVE,12.4253356,27.49,374.4,0.00044,2.02,50.88,683,51.57,5442,4.541,-0.36,0.783,0.778,297.61758,40.506771,15.539,0.0003,-0.00018,0.12,-0.89,0.9
7297,K06005.01,FALSE POSITIVE,12.4254201,18.56,144.5,0.01301,0.84,84.82,659,44.57,5571,4.643,-0.7,0.691,0.776,297.66727,40.51413,14.667,-3.3E-05,-0.000277,-1.98,0.04,1.99
7298,K06006.01,FALSE POSITIVE,12.424995,20.282,51.5,0.00431,2.06,76.84,1293,660.61,6098,3.707,-0.32,2.657,1.313,297.75357,40.55262,13.262,0.000145,-5.3E-05,-1.61,-1.42,2.14
7299,K06007.01,FALSE POSITIVE,12.4227918,27.29,202.6,0.00033,1.44,45.29,634,38.29,5279,4.62,-0.32,0.72,0.796,297.5343,40.653389,15.955,-0.00054,2E-05,-0.83,-3.14,3.24
7300,K06108.01,CANDIDATE,485.92297,3.756,122.9,57.08016,1.07,89.95,225,0.61,5551,4.386,-0.22,0.957,0.811,285.8627,39.20528,12.12,-0.0002,5E-05,-1.58,-2.01,2.56
7301,K06109.01,FALSE POSITIVE,22.913446297,4.11699,251840,7.72942,81.61,89.32,811,102.27,6621,4.294,-0.18,1.297,1.213,287.83334,39.221272,11.856,-0.011,0.026,0.023,-0.031,0.039
7302,K01082.04,CANDIDATE,9.6550473,2.752,313.1,4.0042,1.45,89.74,705,58.36,4999,4.49,0.18,0.843,0.8,292.14447,47.157349,15.692,0.00048,0.00026,-3.3,-0.5,3.3
7303,K06109.02,FALSE POSITIVE,10.0046881,2.389,50.6,6.31347,1.9,89.95,1466,1091.58,6620,3.779,-0.18,2.641,1.531,287.83334,39.221272,11.856,3.2E-05,-4.6E-05,-1.41,-0.01,1.41
7304,K06110.01,FALSE POSITIVE,8.65315602,2.627,417.5,4.23613,1.37,89.89,643,40.5,4746,4.605,-0.12,0.696,0.713,289.76312,39.245178,15.863,0.00177,0.00084,-5.17,-4.06,6.57
7305,K06111.01,CANDIDATE,228.65412,2.487,179.1,120.56591,3.63,89.95,521,17.44,6845,3.849,0.3,2.674,1.843,289.84818,39.331463,12.914,0.00027,0.00011,1.25,-1.767,2.17
7306,K06112.01,FALSE POSITIVE,2.243015737,4.31675,277950,0.74091,92.34,83.47,1813,2547.31,6181,4.084,-0.58,1.444,0.923,296.64883,39.318588,12.785,-0.045,0.153,0.005,-0.062,0.062
7307,K06113.01,FALSE POSITIVE,4.694218481,4.53365,175470,0.89368,35.81,86.51,946,189.23,5512,4.575,-0.24,0.787,0.851,285.58578,39.47913,15.584,-0.002,0,0.01,0.004,0.01
7308,K06203.01,FALSE POSITIVE,0.87683182,1.96,,0.39899,,,,3077.39,,,,,,287.15613,45.979259,15.397,0.00132,-0.00055,-1.99,2.77,3.41
7309,K06204.01,FALSE POSITIVE,0.953734449,1.7616,1240.4,0.12048,47.65,45.34,2672,12038.6,7332,4.265,-0.12,1.46,1.43,294.48807,46.002289,12.771,-0.000152,-0.000122,0.824,0.683,1.071
7310,K06205.01,FALSE POSITIVE,2.073873563,6.5605,603810,0.35363,274.78,87.37,3150,23242.18,7803,3.688,-0.16,3.373,2.023,297.11075,46.0896,14.701,0.31,,-0.07,-0.013,0.071
7311,K06206.01,FALSE POSITIVE,15.713787218,11.3122,60384,0.09073,27.64,85.87,747,73.68,5843,4.399,-0.18,1.006,0.924,299.6091,46.11824,14.049,-0.0067,-0.0395,-0.04,0.5,0.5
7312,K06207.01,FALSE POSITIVE,7.964440392,9.1701,68454,0.16644,18.98,90,755,76.69,5250,4.548,-0.48,0.736,0.698,285.88449,46.289829,14.641,-0.0003,0,0.007,-0.017,0.018
7313,K07866.01,FALSE POSITIVE,0.518071538,1.7865,2195.5,0.25201,42.1,34.22,2536,9823.05,5876,4.273,-0.02,1.209,0.999,296.18518,43.978649,14.013,,-0.00637,-3.259,1.01,3.412
7314,K06208.01,FALSE POSITIVE,2.151214629,2.226,332.6,1.60803,14.54,88.16,3287,27604.18,4748,2.635,-0.26,8.179,1.053,288.01651,46.206921,11.576,0.000161,-0.007265,-0.355,9.416,9.423
7315,K06209.01,CANDIDATE,12.7143635,3.101,524.8,3.80181,2.2,89.87,785,89.81,5947,4.481,-0.06,0.962,1.022,294.444,46.335972,16.154,-0.00073,0.00054,0.15,-0.08,0.17
7316,K01839.02,CANDIDATE,80.4103783,3.487,591.4,1.65202,4.93,89.37,535,19.35,5476,3.904,-0.56,1.673,0.819,284.09457,41.182819,13.237,,0.00022,-0.01,0.11,0.11
7317,K07873.01,CANDIDATE,1.93188768,1.087,37.8,11.71282,0.57,88.89,1427,977.65,5896,4.516,-0.1,0.914,1,287.37039,44.187988,13.5,2.8E-05,-5.2E-05,0.12,-1.01,1.01
7318,K00651.02,FALSE POSITIVE,320.18471858,11.94,,,,,,,,,,,,293.45612,41.048222,13.909,0.00041,-0.00071,-0.37,2.64,2.66
7319,K06008.01,FALSE POSITIVE,12.426469,25.71,180.5,0.00036,1.66,46.92,729,66.74,5691,4.544,0.07,0.887,1.003,297.55954,40.639469,15.178,0.00033,0.000108,-0.7,-0.93,1.17
7320,K06009.01,FALSE POSITIVE,12.4262889,18.764,94.2,0.00237,1.23,70.89,864,131.83,6246,4.433,0.07,1.092,1.18,297.58768,40.632092,14.285,0.000191,-0.000169,-2.31,-0.9,2.48
7321,K06010.01,FALSE POSITIVE,12.424747,25.24,139,0.00037,1.35,47.54,691,53.94,5514,4.569,-0.04,0.826,0.926,297.59531,40.660728,14.418,-5.5E-05,4E-06,-1.41,-1.68,2.19
7322,K06011.01,FALSE POSITIVE,12.4255705,28.88,139.4,0.00027,1.37,40.91,721,63.95,5742,4.564,-0.24,0.827,0.921,297.74551,40.67429,14.961,8E-05,8.6E-05,-1.68,-1.26,2.1
7323,K06012.01,FALSE POSITIVE,12.426173,30.64,115.1,0.00021,2.67,33.57,1006,242.41,6367,4.181,-0.42,1.357,1.019,297.74567,40.652519,13.605,6.1E-05,-0.000156,-1.03,0.13,1.03
7324,K06013.01,FALSE POSITIVE,12.4244306,26.15,214.1,0.00035,1.59,46.31,714,61.31,5761,4.581,-0.4,0.791,0.881,297.63263,40.709129,15.899,0.00083,-0.00029,-0.98,-1.21,1.56
7325,K06014.01,FALSE POSITIVE,6.71738328,3.60057,164980,3.05468,37.65,89.53,883,143.87,5301,4.416,0.07,0.936,0.833,283.43982,40.83622,12.778,-0.001,0,0.005,-0.001,0.005
7326,K06114.01,FALSE POSITIVE,24.955998503,2.76331,4856.1,1.20221,36.91,88.32,1438,1011.42,8617,3.78,-0.22,3.018,2.002,290.02435,39.563389,11.458,,8E-05,0.02,0.13,0.13
7327,K07863.01,CANDIDATE,5.2449156,8.367,35.5,0.07842,0.52,89.78,1015,251.14,5823,4.486,-0.38,0.878,0.862,295.0809,43.953239,13.695,-2.6E-05,3.6E-05,-0.39,1.2,1.26
7328,K06115.01,CANDIDATE,168.66934782,4.07,,,,,,,,,,,,291.59775,39.53606,13.497,0.0001,0.0004,0.4,-1.59,1.64
7329,K06116.01,FALSE POSITIVE,4.426942241,1.6116,2896.6,1.02508,5.43,84.65,958,199.4,5511,4.569,-0.54,0.746,0.753,287.13815,39.673592,15.469,-0.00018,0.00042,0.053,-0.122,0.133
7330,K06118.01,CANDIDATE,571.280892,21.827,460.7,0.25325,3.65,89.95,324,2.62,7081,4.16,-0.22,1.619,1.387,289.53336,39.836639,12.767,4E-05,9E-05,,,
7331,K06118.02,CANDIDATE,4.66185924,3.164,49.3,1.13752,1.16,88.81,1610,1590.18,7081,4.16,-0.22,1.619,1.387,289.53336,39.836639,12.767,8E-06,1.1E-05,-0.49,-0.94,1.06
7332,K01250.02,CANDIDATE,1.213672208,1.3644,2731,9.74636,697.14,36.1,1789,2422.45,6113,4.463,-0.12,0.995,1.044,290.26767,44.712849,14.912,,,,,
7333,K06119.01,FALSE POSITIVE,3.454241684,4.69505,88195,0.47279,75.11,85.66,2010,3867.02,6562,3.822,-0.14,2.433,1.435,289.96436,39.811352,13.198,-0.0013,-0.0003,-0.006,0.006,0.008
7334,K06120.01,CANDIDATE,90.097375,12.697,282.6,0.38775,1.7,89.96,430,8.05,6116,4.444,-0.14,1.008,1.025,290.45026,39.862011,15.416,0.0001,-0.00145,0.31,-0.53,0.61
7335,K06209.02,CANDIDATE,7.72966941,2.091,426.7,3.2674,2.1,88.24,927,174.28,5947,4.481,-0.06,0.962,1.022,294.444,46.335972,16.154,-0.00092,0.00149,0.7,0.4,0.8
7336,K06210.01,CANDIDATE,51.85656556,2.21,,,,,,,,,,,,298.06549,46.436298,13.173,0.00025,-0.00029,0.05,-1.6,1.6
7337,K06211.01,FALSE POSITIVE,1.457256942,6.51381,364900,0.20445,98.16,78.87,2112,4686.52,6630,4.235,-0.12,1.416,1.26,290.47803,46.537949,14.713,0,,-0.004,-0.001,0.004
7338,K06212.01,FALSE POSITIVE,10.818248422,18.2848,13696,0.00756,11.71,76.96,830,112.55,5955,4.446,-0.64,0.894,0.814,293.45514,46.521751,13.392,0.05297,-0.02907,-2.915,1.548,3.301
7339,K06213.01,FALSE POSITIVE,2.559236603,1.6706,11273,1.08833,37.66,80.03,1296,665.95,5955,4.534,-0.24,0.883,0.972,295.07114,46.68782,14.752,-0.0005,0.0003,0.01,0,0.01
7340,K06214.01,FALSE POSITIVE,281.35877,7.74,278.5,5.3427,4.22,89.95,446,9.34,6049,3.728,-0.38,2.522,1.241,299.87131,46.822491,13.654,0.00069,-0.00027,0.498,-0.03,0.5
7341,K06214.02,CANDIDATE,154.536881,15.44,258.5,0.31444,4.1,89.95,544,20.76,6049,3.728,-0.38,2.522,1.241,299.87131,46.822491,13.654,-0.0002,-0.0002,0,0.2,0.2
7342,K06215.01,FALSE POSITIVE,462.12345,8.46,699,6.32688,1.9,89.95,169,0.19,4547,4.559,0.28,0.747,0.737,298.90012,47.146481,15.165,0.0015,0.0038,-0.44,0.4,0.6
7343,K03283.03,CANDIDATE,87.707513,2.184,578,59.02886,1.72,89.95,310,2.2,4944,4.614,-0.08,0.721,0.786,286.08908,45.369011,15.322,-0.00047,-0.00099,-0.6,1,1.2
7344,K03741.03,CONFIRMED,5.1117547,3.281,267.8,0.05095,2.81,76.53,1351,788,6432,4.207,-0.34,1.345,1.06,300.33237,44.986141,13.306,,,-0.32,-0.1,0.34
7345,K03741.04,CANDIDATE,9.6310258,5.255,297.2,0.02949,2.9,79.56,1094,338.33,6432,4.207,-0.34,1.345,1.06,300.33237,44.986141,13.306,,,-0.46,0.19,0.5
7346,K04260.02,FALSE POSITIVE,101.889228,2.71,80.9,44.32305,1.43,89.95,487,13.26,5802,4.073,-0.2,1.59,1.08,286.39584,43.075821,11.443,0.0001,0.00017,-0.57,-0.4,0.7
7347,K04396.04,CANDIDATE,437.51586139,4.16,,,,,,,,,,,,291.36188,49.02198,12.981,7E-05,-9E-05,1.16,0.49,1.26
7348,K04777.02,FALSE POSITIVE,48.5023669,1.053,740,478.4552,906.03,85.37,192,0.32,3396,4.991,-0.1,0.28,0.28,287.26215,42.03231,15.896,0.0004,0.0002,0.6,-1.3,1.4
7349,K04781.02,FALSE POSITIVE,524.14139,11.603,403.7,2.89199,1.88,89.95,237,0.74,6225,4.481,-0.48,0.931,0.958,288.97574,41.279121,14.892,-0.00058,5E-05,-1.88,-0.19,1.89
7350,K04913.02,CANDIDATE,8.97377221,2.135,106.5,7.35652,2.96,89.57,1530,1294.96,6537,3.76,-0.02,2.829,1.677,283.6788,41.096882,13.36,-0.00018,-8E-05,0.77,0.52,0.92
7351,K06015.01,FALSE POSITIVE,41.86539723,6.663,4309.3,0.10699,31.14,86.57,500,14.79,6063,4.584,-0.72,0.788,0.874,297.76053,40.829948,14.528,-0.0174,0.0058,3.444,-1.128,3.624
7352,K06016.01,FALSE POSITIVE,4.553370029,3.2209,23692,0.50326,25.84,83.34,1264,603.58,6306,4.346,-0.36,1.109,0.991,293.2944,41.035351,11.471,,0.00185,-0.03,-0.088,0.093
7353,K06017.01,FALSE POSITIVE,5.262652179,2.85554,22651,0.78687,35.99,84.74,1499,1191.71,7049,4.212,-0.04,1.549,1.432,292.1745,41.290661,13.537,0.00013,-0.00022,0.001,-0.001,0.001
7354,K00736.03,FALSE POSITIVE,345.98207283,2.97,,,,,,,,,,,,292.19397,47.457088,15.962,0.0012,-0.0024,0.15,0.27,0.31
7355,K06018.01,FALSE POSITIVE,16.621853404,3.91517,55297,2.93856,22.32,89.05,719,63.3,5949,4.451,-0.52,0.907,0.848,297.00006,41.290031,15.229,0.0154,-0.001,-0.013,-0.008,0.016
7356,K06019.01,FALSE POSITIVE,19.741616041,3.07231,88822,7.1654,82.98,88.87,902,156.6,6535,4.183,0,1.529,1.301,289.86105,41.408192,10.543,0.0041,,1.17,-1.55,1.94
7357,K06020.01,FALSE POSITIVE,5.455766383,2.8923,104540,2.68022,28.2,87.18,795,94.27,5067,4.625,-0.32,0.694,0.742,293.21854,41.417339,15.863,0.074,0.009,-0.027,-0.027,0.038
7358,K06021.01,FALSE POSITIVE,22.44620704,7.5491,1626.8,0.01729,58.2,80.64,894,150.81,6070,3.969,-0.26,1.777,1.074,297.7937,41.402401,11.878,0.0141,-0.0252,-4.011,7.112,8.165
7359,K06120.02,CANDIDATE,205.41415,10.26,283.8,1.66356,1.67,89.95,323,2.58,6123,4.465,-0.14,0.991,1.04,290.45026,39.862011,15.416,0.00035,-0.00017,-2.7,0.31,2.8
7360,K06121.01,FALSE POSITIVE,1.237147407,7.06623,435360,0.17209,106.18,78.83,2107,4680.26,6064,4.16,0.02,1.449,1.107,289.02982,39.951889,13.82,0,0,-0.002,0.005,0.006
7361,K06122.01,FALSE POSITIVE,1.28619671,1.114,137.2,1.118,1.27,79.07,1646,1740.01,5650,4.391,-0.44,0.926,0.77,294.44336,40.06134,14.256,-0.00165,-0.001064,5.35,2.627,5.96
7362,K06123.01,FALSE POSITIVE,2.649026189,2.4698,52172,1.2215,32.7,83.16,1377,852.59,5838,4.342,-0.58,0.988,0.781,284.34503,40.196091,13.87,-0.0021,-0.005,0.014,0.069,0.07
7363,K06124.01,FALSE POSITIVE,6.932281325,11.0301,6405.9,0.00794,90.57,61.7,1872,2902.34,8675,4.08,0.07,2.168,2.057,297.40039,40.149479,11.52,0,0,-0.018,0.03,0.035
7364,K06125.01,FALSE POSITIVE,2.151384476,3.34471,263860,1.55351,66.2,88.13,1725,2097.48,6184,4.19,-0.6,1.257,0.891,298.40985,40.156792,12.916,,,0.007,0.016,0.018
7365,K07874.01,FALSE POSITIVE,0.562273947,3.1572,67,0.13535,0.73,59.73,2083,4412.19,5632,4.45,-0.58,0.847,0.736,291.06418,44.170399,13.042,-1.3E-05,-9E-06,0.06,0.88,0.88
7366,K06126.01,FALSE POSITIVE,17.4352218,51.666,603.3,0.00016,67.91,27.9,1195,482.16,6313,3.706,-0.5,2.641,1.291,297.16843,40.27552,13.439,-6.1E-05,0.000125,-0.05,0.07,0.08
7367,K06127.01,CANDIDATE,114.27173902,2.19,,,,,,,,,,,,299.23679,40.425819,13.05,-0.00016,-0.00024,0.01,-0.02,0.02
7368,K06216.01,CANDIDATE,26.40805532,2.7,,,,,,,,,,,,287.78461,47.228043,12.655,2.4E-05,9E-05,-0.35,-0.2,0.4
7369,K06216.02,CANDIDATE,46.07931317,1.87,,,,,,,,,,,,287.78461,47.228043,12.655,2.4E-05,-5.5E-05,-0.45,-1.11,1.2
7370,K01860.04,CANDIDATE,24.8434837,4.8,217.4,0.92017,1.58,88.82,625,35.97,5670,4.397,0.06,1.022,0.949,291.55695,39.227291,14.028,-6.3E-05,-0.00046,,,
7371,K06217.01,CANDIDATE,7.7016694,10.898,155.7,0.0528,4.44,89.89,1627,1656.27,5174,3.228,-0.86,3.608,0.802,288.79553,47.203651,15.268,-0.0001,4E-05,0.33,0.21,0.39
7372,K06218.01,FALSE POSITIVE,117.634213,3.82,253.1,11.76526,3.78,89.95,513,16.34,5236,3.711,-0.34,2.332,1.019,296.10846,47.222279,12.742,-5E-05,9E-05,0.09,0.04,0.1
7373,K06219.01,FALSE POSITIVE,21.025447023,6.52216,115740,0.97676,135.84,88.02,1123,376.4,6631,3.798,-0.36,2.438,1.361,298.82739,47.25774,13.079,-0.0116,-0.002,0.01,-0.001,0.01
7374,K06220.01,FALSE POSITIVE,0.933753371,4.438,47.3,0.10134,1.44,79.28,3137,22850.9,7286,3.998,-0.24,2.056,1.532,292.76028,47.448299,13.231,3.5E-05,-5.2E-05,-0.81,0.43,0.92
7375,K06221.01,FALSE POSITIVE,1.72153588,1.9227,39929,3.36359,12.89,89.99,1045,281.41,4535,4.607,-0.16,0.668,0.659,298.10834,47.487919,16.459,,-0.004,-3.27,1.68,3.67
7376,K04567.02,CANDIDATE,4.67250377,4.441,79.6,0.02167,1.11,71.04,1149,412.73,6146,4.454,-0.22,0.987,1.006,301.56284,44.240391,13.775,5.1E-05,1E-06,0.91,-0.1,0.92
7377,K06022.01,FALSE POSITIVE,2.765621941,2.3191,8342.2,0.36216,34.42,76.15,1134,391.86,5423,4.542,-0.06,0.828,0.872,298.82443,41.435921,15.664,0.02455,-0.03959,-2.005,3.574,4.098
7378,K06023.01,FALSE POSITIVE,3.664964374,3.9058,90827,0.82956,30.98,86.22,1184,464.89,5726,4.403,-0.14,0.987,0.899,282.68491,41.587959,15.643,0.108,-0.041,-1.097,0.255,1.126
7379,K06024.01,FALSE POSITIVE,6.8072842,1.9477,14578,2.63981,31.15,87.16,1156,421.16,5182,3.935,0.24,1.824,1.043,287.3327,41.506672,14.044,0,0,-0.011,-0.002,0.011
7380,K06025.01,FALSE POSITIVE,2.136577151,2.4682,79078,1.42919,43.89,81.84,1311,698.75,5457,4.442,-0.12,0.905,0.827,293.19833,41.558311,15.281,-0.001,-0.001,0.007,-0.012,0.014
7381,K06026.01,FALSE POSITIVE,2.638432816,2.42989,48488,1.23234,49.77,83.55,1933,3299.02,6502,3.991,-0.5,1.753,1.098,285.5184,41.660469,12.601,-0.0006,0.0003,-0.011,0.001,0.011
7382,K06027.01,FALSE POSITIVE,11.991000357,6.4648,375940,1.39619,78.78,88.61,897,153.29,5988,4.271,-0.46,1.13,0.869,296.29636,41.604561,17.777,0.3,-0.3,-2.95,3.1,4.28
7383,K00744.02,FALSE POSITIVE,2.03746414,2.895,138.8,0.74423,1.12,89.91,1474,1118.26,6117,4.496,-0.22,0.947,1.025,295.81454,47.69035,15.341,0.0003,-0.00019,-3.39,2.42,4.17
7384,K06028.01,FALSE POSITIVE,37.80694072,3.84264,106330,8.47498,72.01,89.26,617,34.14,6387,4.41,-0.12,1.105,1.145,292.07166,42.076382,14.898,0.003,-0.005,-0.016,0.002,0.016
7385,K07875.01,CANDIDATE,21.9711574,5.012,178.1,1.49529,1.32,89.8,649,41.86,5763,4.436,0.06,0.997,0.989,295.06631,44.162449,15.57,0.00029,0.0007,-0.55,-1.27,1.38
7386,K01310.02,CANDIDATE,144.688915,9.468,397.1,1.49933,3.33,89.96,416,7.09,5372,4.007,0.46,1.71,1.084,285.66269,48.435371,14.569,-0.00021,0.00062,0.49,-0.33,0.59
7387,K06128.01,FALSE POSITIVE,12.42555055,28.492,409,0.00038,3.79,48.17,1027,262.42,6381,4.155,-0.36,1.423,1.055,297.61353,40.584942,13.244,-0.000445,0.000519,-0.35,-2.34,2.36
7388,K06129.01,FALSE POSITIVE,12.42592247,31.5,8707.6,0.00133,79.21,66.44,1547,1353.9,4849,3.06,0.34,6.952,2.025,297.66788,40.58028,12.696,0.00048,,,,
7389,K06130.01,CANDIDATE,1.54287434,1.1121,401.4,10.01963,1.05,89.93,1007,243.62,4530,4.704,-1,0.539,0.537,284.44101,40.625,15.121,0.00033,0.00026,-0.36,-0.11,0.38
7390,K06131.01,FALSE POSITIVE,12.4237327,18.15,30.1,0.01766,1.12,88.81,1057,294.63,5221,3.72,-0.6,2.067,0.819,297.7027,40.68623,12.409,-4.2E-05,-3.1E-05,-0.96,-1.2,1.53
7391,K06131.02,FALSE POSITIVE,94.38163,11.87,91.2,0.25926,2.04,89.38,537,19.72,5221,3.72,-0.6,2.067,0.819,297.7027,40.68623,12.409,-0.00016,3E-05,0.01,-1.09,1.09
7392,K06132.01,CANDIDATE,33.3200908,6.5265,6186.9,1.23835,13,89.91,750,74.79,6264,4.133,0.26,1.651,1.352,294.55789,40.850498,14.624,0.0023,0.0006,-0.208,-0.139,0.25
7393,K06132.02,CONFIRMED,7.5844241,3.918,1005,0.27467,5.83,85.04,1228,537.4,6264,4.133,0.26,1.651,1.352,294.55789,40.850498,14.624,0.00045,0.00036,-0.2,0.22,0.3
7394,K06222.01,FALSE POSITIVE,210.899577,2.167,3345,176.37363,4.85,89.95,268,1.22,5332,4.5,-0.08,0.843,0.821,299.61707,47.406021,14.788,-0.0009,-0.0003,1.7,4,4.3
7395,K06223.01,FALSE POSITIVE,3.103730697,6.93402,369230,0.30417,75.28,84.24,1340,763.25,6075,4.422,0.16,1.091,1.149,282.18964,47.523762,15.001,-0.005,-0.012,0.009,0.005,0.011
7396,K06224.01,CANDIDATE,91.20573037,4.17,,,,,,,,,,,,295.68192,47.591881,12.962,-9E-05,-0.0004,0.2,0.06,0.17
7397,K06224.02,FALSE POSITIVE,253.40538,7.43,240.8,4.24741,2.69,89.95,443,9.13,7304,4.151,-0.14,1.69,1.475,295.68192,47.591881,12.962,-1E-05,-0.00022,-0.7,-1.53,1.7
7398,K06225.01,FALSE POSITIVE,5.110771787,2.48392,50681,2.25257,26.98,86.55,1048,284.85,6029,4.523,-0.3,0.894,0.972,296.6817,47.600342,13.985,0.0046,-0.0036,-0.017,0.002,0.017
7399,K01996.02,CANDIDATE,7.07394528,2.319,228.3,4.44093,0.84,89.3,647,41.43,4777,4.689,-1.08,0.561,0.561,288.66891,39.824009,15.629,0.00023,-5E-05,-0.94,-0.08,0.94
7400,K06226.01,FALSE POSITIVE,1.463773705,1.9123,64776,1.80624,21.79,81.83,1329,739.19,5446,4.599,-1.04,0.668,0.646,292.47943,47.83461,13.318,0,0,0.004,0.01,0.011
7401,K06227.01,FALSE POSITIVE,4.46255312,14.0957,22720,0.02133,52.74,89.93,1795,2458.34,4847,3.277,-0.12,3.619,0.905,296.97522,47.886551,14.673,-0.0002,-0.0021,0.024,0.023,0.033
7402,K00099.02,FALSE POSITIVE,79.87804945,3.19,,,,,,,,,,,,295.43433,44.53112,12.96,7E-05,-0.00012,-0.39,2.3,2.3
7403,K00750.03,CANDIDATE,14.516741,2.706,227.2,1.06322,1.45,87.86,606,31.8,4954,4.5,0.18,0.828,0.791,290.46512,47.92918,15.377,0.00063,-4E-05,-1.18,0.14,1.19
7404,K03283.02,CANDIDATE,20.5718107,3.399,379,4.55069,1.34,89.85,498,14.51,4922,4.624,-0.06,0.708,0.795,286.08908,45.369011,15.322,9E-05,-0.00039,-1.45,2.89,3.23
7405,K06029.01,FALSE POSITIVE,3.026764871,4.32532,66720,0.58818,26.36,88.27,1360,810.38,6283,4.459,-0.24,1.01,1.067,294.33139,42.093979,14.044,0.0065,0.0012,-0.015,-0.002,0.015
7406,K06030.01,FALSE POSITIVE,3.840130917,2.8951,60401,1.22902,33.44,84.92,1205,498.48,5931,4.418,-0.12,1.012,0.981,297.47104,42.087898,14.479,0.0471,0.0688,-2.4,-2.44,3.5
